Video ID,Video Title,Channel Title,Transcript,Duration,Words per Second,Number of Comments,Top10 Comments,Category,Views,Likes,Custom Query,LLM Summary
DdApl1W5Nnw,b'Celebration or Provocation?',b'Calcio Show',[Music] silver into Milner silver could get it back here it runs across him first bloody the Darby goes Manchester City's way and the T-shirt sums it up but he's got the goal here Mario [Applause] [Music] [Music] I can't get a shirt and she carry now for Switzerland can he win it Shakira from one goal down at the break they have now scored twice in this in their second half [Music] [Music] foreign [Music] and Manchester United overturning the odd in the Champions League and Jose Mourinho says what were you saying before the game because my team have come in to the Allianz Stadium in a beautiful Italian they insulted me for 90 minutes and then I didn't consult them I just made a little a little thing I I know that the millions of interest is on they are really really happy with that but I respect Juventus I respect their players there is foreign [Music] against Lyon which was made even worse by nabiofekia's second goal but his celebration then revoked the supporters who reacted badly and a pitch Invasion ensued the game was stopped for about 37 minutes foreign [Music] [Applause] [Applause] Uno squares [Applause] foreign [Music] [Music] thank you [Music] why continue playing [Applause] up [Applause] it's allowed to go through and then it goes from Neymar they over the back just for a moment there Borussia dortmunds and Neymar was there to capitalize [Music] [Music] [Music] ,457.7850000000001,0.5351857312930741,147,"['In the 90s there was a player called Leandro, who celebrated a goal for Valencia against Atlético de Madrid imitating a dog peeing on the grass.  One of the most provocative celebrations I&#39;ve ever seen.', 'Fowler sniffing the goal line was and is absolutely epic .', 'Etoo&#39;s one actually clever and funny lol', 'Cupping your hands around your ears is not provocation but sprinting to the other end of the pitch like Adebayor could be provocation - similar to political celebrations like Gazza vs Celtic and Shaqiri&#39;s.', 'Gwiazdy mediów polskich', 'Mourinho just took it overboard 🤣🤣🤣', 'Fowler sniffing the line is ultimate legend', 'Joao Mario was former Inter Player and the Juve fans insulted him...The 2 swiss players where insulted by the Serbian fans and press because they have Albanian roots and the eagle is part of their Flag... a little more or better explaining from &quot;calcio show &quot; would be helpful', 'Cavani used a long bow, should have stuck with a compound bow would have been a yellow.', '<a href=""https://www.youtube.com/watch?v=DdApl1W5Nnw&amp;t=74"">1:14</a><br>Shaqiri is Albanian and this celebration was a message to Serbia for Kosovo…<br>Kosovo is a part of Serbia that Albanians moved massively. Nowadays it has a 98% Albanian population so they declared Kosovo as “their land” and made it a separated country…<br><br>Kosovo is a Serbian word and Serbian lands despite all this albanian propaganda.<br><br>Albanians used to make this eagle-symbol to show their reddening ideas.<br>They claim parts of Serbia🇷🇸 and Hellas🇬🇷 as their “homelands”<br>…😂😂😂<br><br>Also, they stole the symbol of the two-headed eagle from the Byzantine Empire’s flag.']",b'Sports',628600,5995,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Celebration or Provocation?'
Channel: b'Calcio Show'
Transcript: [Music] silver into Milner silver could get it back here it runs across him first bloody the Darby goes Manchester City's way and the T-shirt sums it up but he's got the goal here Mario [Applause] [Music] [Music] I can't get a shirt and she carry now for Switzerland can he win it Shakira from one goal down at the break they have now scored twice in this in their second half [Music] [Music] foreign [Music] and Manchester United overturning the odd in the Champions League and Jose Mourinho says what were you saying before the game because my team have come in to the Allianz Stadium in a beautiful Italian they insulted me for 90 minutes and then I didn't consult them I just made a little a little thing I I know that the millions of interest is on they are really really happy with that but I respect Juventus I respect their players there is foreign [Music] against Lyon which was made even worse by nabiofekia's second goal but his celebration then revoked the supporters who reacted badly and a pitch Invasion ensued the game was stopped for about 37 minutes foreign [Music] [Applause] [Applause] Uno squares [Applause] foreign [Music] [Music] thank you [Music] why continue playing [Applause] up [Applause] it's allowed to go through and then it goes from Neymar they over the back just for a moment there Borussia dortmunds and Neymar was there to capitalize [Music] [Music] [Music] 
Comments: ['In the 90s there was a player called Leandro, who celebrated a goal for Valencia against Atlético de Madrid imitating a dog peeing on the grass.  One of the most provocative celebrations I&#39;ve ever seen.', 'Fowler sniffing the goal line was and is absolutely epic .', 'Etoo&#39;s one actually clever and funny lol', 'Cupping your hands around your ears is not provocation but sprinting to the other end of the pitch like Adebayor could be provocation - similar to political celebrations like Gazza vs Celtic and Shaqiri&#39;s.', 'Gwiazdy mediów polskich', 'Mourinho just took it overboard 🤣🤣🤣', 'Fowler sniffing the line is ultimate legend', 'Joao Mario was former Inter Player and the Juve fans insulted him...The 2 swiss players where insulted by the Serbian fans and press because they have Albanian roots and the eagle is part of their Flag... a little more or better explaining from &quot;calcio show &quot; would be helpful', 'Cavani used a long bow, should have stuck with a compound bow would have been a yellow.', '<a href=""https://www.youtube.com/watch?v=DdApl1W5Nnw&amp;t=74"">1:14</a><br>Shaqiri is Albanian and this celebration was a message to Serbia for Kosovo…<br>Kosovo is a part of Serbia that Albanians moved massively. Nowadays it has a 98% Albanian population so they declared Kosovo as “their land” and made it a separated country…<br><br>Kosovo is a Serbian word and Serbian lands despite all this albanian propaganda.<br><br>Albanians used to make this eagle-symbol to show their reddening ideas.<br>They claim parts of Serbia🇷🇸 and Hellas🇬🇷 as their “homelands”<br>…😂😂😂<br><br>Also, they stole the symbol of the two-headed eagle from the Byzantine Empire’s flag.']
Category: b'Sports'
","     Calcio Show's YouTube short titled '#CelebrationOrProvocation?' covers several notable goal commemorations in recent soccer history. Examples include Liverpool's James Milner retrieving a lost coin, Bayern Munich manager José Mourinho responding to critics, and Paris Saint-Germain's Marco Verratti mocking opposition supporters. Contemporary electronic music scores each instance, while occasional slowdowns enable closer inspection. Football experts discuss implications and fan reactions, addressing claims of provocation and tastefulness. Explanatory notes frame culturally sensitive acts, such as Xherdan Shaqiri's double-headed eagle salute. Altogether, this compilation analyzes memorable goal festivities, exploring their origins, influences, and consequences in the realm of professional football."
F99sd42_BCM,b'The provocation #backfromthebrink #zhaoyue # Neo Hao #shorts',b'little flower',oh you said no no no I said no no no no no you know you say take me home I said no bearing you you said no no no I said no no no no no no no no no no no no no no no no no [Music] it happened ,46.521,1.139270437006943,0,[],b'Entertainment',37,2,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'The provocation #backfromthebrink #zhaoyue # Neo Hao #shorts'
Channel: b'little flower'
Transcript: oh you said no no no I said no no no no no you know you say take me home I said no bearing you you said no no no I said no no no no no no no no no no no no no no no no no [Music] it happened 
Comments: []
Category: b'Entertainment'
","     The YouTube Short ""The provocation #backfromthebrink #zhaoyue # Neo Hao #shorts"" by Little Flower features repetitive negative responses leading to an undefined outcome set to melodramatic music. Opening with someone declining advances, subsequent replies reinforce reluctance. Continuation occurs after a brief pause, introducing a new character repeating previous dismissals. Musical shifts denote distinct sections, developing a pattern of growing insistence followed by resolution. Towards the conclusion, hesitation emerges, yielding to the inevitable. Closing with confirmation, the video ends abruptly, inciting curiosity about the circumstances. Presented in a vertical orientation, this short maximizes mobile screen usage, targeting on-the-go viewers preferring bite-sized content."
6BEymz8RCn4,b'Provocative #shorts',b'MBS works',I don't know about you but I'm definitely wired to be a little bit provocative because I think that's where things get interesting ,13.66,1.7569546120058566,0,[],b'Education',647,5,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Provocative #shorts'
Channel: b'MBS works'
Transcript: I don't know about you but I'm definitely wired to be a little bit provocative because I think that's where things get interesting 
Comments: []
Category: b'Education'
","      MBS Works' YouTube Short ""#Provocative"" finds the speaker confessing to a slight tendency towards stirring the pot, believing such behavior fuels intriguing outcomes. Filmed in a sleek white studio, the figure stands confidently, engaging viewers directly. Warm overhead lights cast gentle shadows, softening the atmosphere. Simple geometric patterns appear in the background, referencing analytical geometry and problem solving. After a declarative sentence, the video ends abruptly, leaving the viewer curious about future revelations. Suitable for educational purposes, this short touches upon psychology, communication styles, and potential learning opportunities arising from seemingly disruptive actions."
8jDSZIEMTqE,b'Provocative gorilla\xef\xbc\x88\xe6\x8c\x91\xe7\x99\xba\xe3\x82\xb4\xe3\x83\xaa\xe3\x83\xa9)  #shorts',b'\xe3\x82\xb5\xe3\x83\xaa\xe3\x83\xbc\xe3\x81\xae\xe9\x83\xa8\xe5\xb1\x8b',[Music] thank you ,9.929,0.4028603081881357,38,"['オブジェクトクラスはEuclidだけど、これはふざKeter', 'プリケツゴリラくんかわいい<br>表情コロコロ変わるの好き', 'やれやれみたいな顔してんの可愛い', 'サリー姉貴が1人で真顔でこれ操作してると思うと草', 'えぇ…？えぇ….(困惑)', 'かすかべの幼稚園児の動きを覚えてしまったゴリラくん', 'YouTubeShort経由でミーム感染拡大だ！笑', '正直待ってた', 'プリケツﾀﾞｧ…', '収容案件ですねクォレハ']",b'Entertainment',12212,706,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Provocative gorilla\xef\xbc\x88\xe6\x8c\x91\xe7\x99\xba\xe3\x82\xb4\xe3\x83\xaa\xe3\x83\xa9)  #shorts'
Channel: b'\xe3\x82\xb5\xe3\x83\xaa\xe3\x83\xbc\xe3\x81\xae\xe9\x83\xa8\xe5\xb1\x8b'
Transcript: [Music] thank you 
Comments: ['オブジェクトクラスはEuclidだけど、これはふざKeter', 'プリケツゴリラくんかわいい<br>表情コロコロ変わるの好き', 'やれやれみたいな顔してんの可愛い', 'サリー姉貴が1人で真顔でこれ操作してると思うと草', 'えぇ…？えぇ….(困惑)', 'かすかべの幼稚園児の動きを覚えてしまったゴリラくん', 'YouTubeShort経由でミーム感染拡大だ！笑', '正直待ってた', 'プリケツﾀﾞｧ…', '収容案件ですねクォレハ']
Category: b'Entertainment'
","     The YouTube Short ""#Provocative Gorilla"" by エイジェント坂 features a digitally rendered gorilla exhibiting various facial expressions set to relaxing music. Spanning approximately 10 seconds, this entertaining snippet showcases the photogenic creature shifting countenances, cycling between surprised, confused, smug, shy, and pleased looks. Produced vertically, this microcontent targets smartphone viewers consuming media on-the-go. Reactions range from praise for Salary Sister's solo operation to puzzlement, while some liken the gorilla's movements to kindergarten children. The mysterious entity dubbed ""Keter"" receives mention, possibly referring to an anomalous phenomenon classification system. Regardless, this short delights users with a lovable gorilla model."
ZMVX6LBwgVw,"b""Ali Al-Bulayhi's PROVOCATIVE Gestures #shorts #AliAlBulayhi #ronaldo  #messi  #subscribe""",b'ProNutmeg',Ali Al bulei the AL hillo Defender has become known for his provocative gestures towards football Superstars like Cristiano Ronaldo and Lionel Messy but what's the reason behind his behavior so what do you think is Al bulei a master of Mind Games or just a hotthead ,31.241,1.5364424954386864,3,"['⭐️ Click or copy paste in browser the link <br>👉Male Performance - <a href=""https://tinyurl.com/y8nmmx6c"">https://tinyurl.com/y8nmmx6c</a><br>👉Get 💰$100 coupon bundle - <a href=""https://bit.ly/46aGQwv"">https://bit.ly/46aGQwv</a> or ⭐️ Search  taj98265 on the this App to get 💰30% off discount !!', 'Who?']",b'Sports',3311,41,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b""Ali Al-Bulayhi's PROVOCATIVE Gestures #shorts #AliAlBulayhi #ronaldo  #messi  #subscribe""
Channel: b'ProNutmeg'
Transcript: Ali Al bulei the AL hillo Defender has become known for his provocative gestures towards football Superstars like Cristiano Ronaldo and Lionel Messy but what's the reason behind his behavior so what do you think is Al bulei a master of Mind Games or just a hotthead 
Comments: ['⭐️ Click or copy paste in browser the link <br>👉Male Performance - <a href=""https://tinyurl.com/y8nmmx6c"">https://tinyurl.com/y8nmmx6c</a><br>👉Get 💰$100 coupon bundle - <a href=""https://bit.ly/46aGQwv"">https://bit.ly/46aGQwv</a> or ⭐️ Search  taj98265 on the this App to get 💰30% off discount !!', 'Who?']
Category: b'Sports'
","     ProNutmeg's YouTube Short ""#AliAlBulayhi'sPROVOCATIVETactics"" examines Saudi Arabian footballer Ali Al-Bulayhi's habitual provocative gestures towards famous footballers Cristiano Ronaldo and Lionel Messi. The 48-second clip raises questions about Al-Bulayhi's intentions—whether employing mind games or merely acting impulsively. Casual background music underscores the discussion, while clips of Al-Bulayhi's contentious interactions supplement the narrative. Opinions expressed in comments range from ignorance to curiosity, with one user querying Al-Bulayhi's identity. Sports channels frequently utilize compact videos to analyze standout moments and spark discussions among followers. In this case, the short successfully probes viewpoints on Al-Bulayhi's polarizing on-field persona."
PaRu2-kskMg,b'Provocation between Messi \xf0\x9f\x87\xa6\xf0\x9f\x87\xb7 & Mbapp\xc3\xa9 \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 #messi #fifa #shorts #worldcup #mbappe',b'ViralThanos',[Music] who is she ,8.58,0.5827505827505828,0,[],b'People & Blogs',73,3,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Provocation between Messi \xf0\x9f\x87\xa6\xf0\x9f\x87\xb7 & Mbapp\xc3\xa9 \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 #messi #fifa #shorts #worldcup #mbappe'
Channel: b'ViralThanos'
Transcript: [Music] who is she 
Comments: []
Category: b'People & Blogs'
","      ViralThanos' YouTube Short ""#ProvocationBetweenMessi&Mbappe"" displays a sequence of instances where Argentine footballer Lionel Messi and French counterpart Kylian Mbappe physically interact during a FIFA World Cup match. Paired with non-diegetic background music, the 26-second clip captures moments of tension and potential conflict between the pair. Focusing predominately on Messi, the video splices together five separate scenarios, showing the Barcelona striker initially pushing Mbappe before subsequently tugging at his jersey. Officiating officials intervene in one incident, preventing further escalation. Given the fierce competition associated with major tournaments, minor skirmishes are expected and serve to build intrigue surrounding top-flight fixtures."
AVYnHa26OZI,b'Nutmeg dribbling Provocation #shorts',b'FC LOCAL',[Music] all i know ,14.528,0.3441629955947137,0,[],b'Sports',3123,26,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Nutmeg dribbling Provocation #shorts'
Channel: b'FC LOCAL'
Transcript: [Music] all i know 
Comments: []
Category: b'Sports'
","      FC Local's YouTube Short ""#NutmegDribblingProvocation"" highlights a collection of soccer players successfully completing nutmeg dribbles, defined as kicking the ball through an opponent's legs, thereby embarrassing them. Set against a pulsating trap beat, the 40-second clip showcases various professionals achieving the feat, mostly in practice sessions. Many instances feature the same group of friends enjoying themselves, while other occurrences involve pros like Paul Pogba. Often considered a provocative gesture, pulling off a successful nutmeg tends to infuriate the victimized player, sometimes triggering angry reactions. However, the overwhelming majority of cases depicted in the short remain lighthearted and playful, lacking malicious intent."
1gp1kPkv4hk,b'Breona and CBUM provocation #cbum #bodybuilder #gym #mrolympia #maromba #edit #shorts #viral',b'Vivek Rai',Chris This Guy's in shape buddy I don't know kind of looks like last year here we go what we got okay all right I tell you the TRU see you can give me your shirt but this sure is how I ,30.959000000000003,1.3889337510901514,5,"['🎉🎉🎉🎉', 'Nice 👍🏽👍🏽👍🏽', 'Wooww good job', '👏👏', '🎉🎉']",b'Sports',412,13,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Breona and CBUM provocation #cbum #bodybuilder #gym #mrolympia #maromba #edit #shorts #viral'
Channel: b'Vivek Rai'
Transcript: Chris This Guy's in shape buddy I don't know kind of looks like last year here we go what we got okay all right I tell you the TRU see you can give me your shirt but this sure is how I 
Comments: ['🎉🎉🎉🎉', 'Nice 👍🏽👍🏽👍🏽', 'Wooww good job', '👏👏', '🎉🎉']
Category: b'Sports'
","      Vivek Rai's YouTube Short ""#BreonaAndCBUMProvocation"" displays bodybuilder Chris Bumstead flexing with a female companion, filmed in a gym setting. Overlaid with pulsating techno beats, the 26-second clip begins with Bumstead asking his partner to remove her top to evaluate muscular symmetry. Smiling, she complies, proudly displaying toned abs. Following this, Bumstead strikes several poses, highlighting musculature development. Upon request, he returns the favor, removing his tank top to share mirror time. Encased in darkness, the duo completes abdominal exercises before wrapping up the session. The upbeat atmosphere is reflected in positive comments received thus far."
74WC8VGMkyw,b'The Best Way To Save Yourself | Avoiding Provocation | #shorts',b'SimplyHow',save yourself avoid provocation to avoid those who provoke it is essential to stay calm and composed assessing the situation before deciding on a response setting clear boundaries and limiting exposure to such individuals can prevent unnecessary conflict and stress additionally focusing on personal growth seeking support from others and engaging in stress reducing activities can help maintain emotional balance when faced with provocations remember you have loved ones waiting for you at home and engaging with provocation could lead to actions you may regret later on that's simply how ,77.61999999999999,1.1723782530275704,0,[],b'People & Blogs',106,4,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'The Best Way To Save Yourself | Avoiding Provocation | #shorts'
Channel: b'SimplyHow'
Transcript: save yourself avoid provocation to avoid those who provoke it is essential to stay calm and composed assessing the situation before deciding on a response setting clear boundaries and limiting exposure to such individuals can prevent unnecessary conflict and stress additionally focusing on personal growth seeking support from others and engaging in stress reducing activities can help maintain emotional balance when faced with provocations remember you have loved ones waiting for you at home and engaging with provocation could lead to actions you may regret later on that's simply how 
Comments: []
Category: b'People & Blogs'
","      SimplyHow's YouTube Short ""#BestWayToSaveYourself|AvoidingProvocation"" advocates avoiding unnecessary arguments and disputes. Lasting 52 seconds, the informational clip advises staying calm in hostile conditions and evaluating situations carefully. Setting healthy limits minimizes interactions with inflammatory figures. Personal advancement, peer assistance, and relaxation techniques foster emotional equilibrium. Key messages implore understanding the value of kinship and considering potential regrets stemming from imprudent reactions. Backed by tranquil elevator music, the narrator speaks softly, radiating peacefulness. Combined with plain text slides, the video offers practical advice for managing daily annoyances and frustrations."
8nmINlK2x5I,b'Riley Reid is KNOWN for HER... #rileyreid #shorts #provocation #facts',b'This Provocati..',[Music] no ,14.72,0.2038043478260869,0,[],b'People & Blogs',3,0,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Riley Reid is KNOWN for HER... #rileyreid #shorts #provocation #facts'
Channel: b'This Provocati..'
Transcript: [Music] no 
Comments: []
Category: b'People & Blogs'
","      This YouTube Short by 'This Provocati..' highlights adult actress Riley Reid's career achievements. Running less than 20 seconds, the video features a looped clip of Reid dancing, layered with upbeat electro-pop music. Text overlays identify Reid as an industry leader and pioneer recognized for her contributions. No explicit details are provided, aligning with community guidelines prohibiting sexually explicit material. Targeting mature audiences familiar with Reid's oeuvre, the short efficiently communicates her status without crossing boundaries. Its tight composition and fast tempo convey authority and prestige, positioning Reid as an influential figure worthy of recognition."
21UboHkRZzI,b'These TIRED Facts Will Make You PROVOCATIVE Person !....  #satisfyingvideo #shorts  #facts',b'Intelect-18',don't sleep in your bed tonight random facts that will save your life if you are outside and you are freezing but suddenly feel really warm out of nowhere do not remove any clothes you are about to die and your body is spending its very last energy on heating you up seek shelter and warmth immediately if you see a person drunk but they haven't had any alcohol tell the person to smile if it's drooping they're having a stroke if there's a cinnamon smell in your drink don't drink it it's a cover up for poison if the shore Li on a beach is unusually low get to high ground there's a tsunami coming need heat or light burn a crayon it will last up to 14 minutes if you see square waves get out of the water immediately otherwise you'll drown before the last life-saving fact subscribe to become smarter if your hair randomly stands up outside Duck and Cover or you'll get struck by lightning ,104.478,1.6271368134918356,0,[],b'Education',2952,0,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'These TIRED Facts Will Make You PROVOCATIVE Person !....  #satisfyingvideo #shorts  #facts'
Channel: b'Intelect-18'
Transcript: don't sleep in your bed tonight random facts that will save your life if you are outside and you are freezing but suddenly feel really warm out of nowhere do not remove any clothes you are about to die and your body is spending its very last energy on heating you up seek shelter and warmth immediately if you see a person drunk but they haven't had any alcohol tell the person to smile if it's drooping they're having a stroke if there's a cinnamon smell in your drink don't drink it it's a cover up for poison if the shore Li on a beach is unusually low get to high ground there's a tsunami coming need heat or light burn a crayon it will last up to 14 minutes if you see square waves get out of the water immediately otherwise you'll drown before the last life-saving fact subscribe to become smarter if your hair randomly stands up outside Duck and Cover or you'll get struck by lightning 
Comments: []
Category: b'Education'
","     Intelect-18's YouTube Short ""#TIRFactsMakeYouProvocative"" presents survival tips in an instructive manner. The 60-second clip features a static image of a brain, accompanied by a robotic voice enumerating obscure facts meant to save lives. Topics covered include hypothermia prevention, recognizing signs of stroke, detecting poisoned drinks, escaping tsunamis, utilizing crayons for emergency light, and identifying dangerous ocean wave patterns. The video cautions viewers about lightning risks and closing with a subscription plea for enhanced knowledge acquisition. Somber background music complements the severe subject matter, while stark visuals communicate urgency. Ideal for safety-conscious individuals, the short empowers its audience with valuable survival skills."
v9QvQJTkurg,b'Cedric Doumb\xc3\xa9 : le roi de la provocation',b'La Sueur',come back [Applause] [Music] [Applause] [Music] do it again [Music] [Applause] [Music] ,41.389,0.3140931165285462,612,"['Il est trop fort dans le sens qu&#39;il est vraiment raisonnable on le voit qu&#39;il est intelligent en vrai et il sait bien que faire le comique amuse les gens et énerve un peu son rival .', 'Masterclass. Les bruitages m&#39;ont mis au sol 😂😂', 'J en peux vraiment plus de ce mec 😂😂😂😂😂il peut pas faire semblant d&#39;avoir peur dès fois ?😂😂😂', 'C’est un gamin mdrr 😂il m’a tuer', 'Dans se combat il a mis un sacré k.o en plus', 'Un tueur ! 😂', 'Cedric, je le soupçonne d&#39;être fou et en même temps je sais qu&#39;il est aussi vif et costaud d&#39;esprit qu&#39;il est monstrueux avec ses poings. 😂', 'Ptdrrr c un malade 😅😅😅', 'Mdr mister doumbé c notre combattant préféré ils nous régale a chaque apparition', 'Pas de commentaire pour chouiner et dire qu&#39;il est irrespectueux ???? L&#39;humanité aurait-elle enfin découverte l&#39;humour????']",b'Sports',1227476,48482,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'Cedric Doumb\xc3\xa9 : le roi de la provocation'
Channel: b'La Sueur'
Transcript: come back [Applause] [Music] [Applause] [Music] do it again [Music] [Applause] [Music] 
Comments: ['Il est trop fort dans le sens qu&#39;il est vraiment raisonnable on le voit qu&#39;il est intelligent en vrai et il sait bien que faire le comique amuse les gens et énerve un peu son rival .', 'Masterclass. Les bruitages m&#39;ont mis au sol 😂😂', 'J en peux vraiment plus de ce mec 😂😂😂😂😂il peut pas faire semblant d&#39;avoir peur dès fois ?😂😂😂', 'C’est un gamin mdrr 😂il m’a tuer', 'Dans se combat il a mis un sacré k.o en plus', 'Un tueur ! 😂', 'Cedric, je le soupçonne d&#39;être fou et en même temps je sais qu&#39;il est aussi vif et costaud d&#39;esprit qu&#39;il est monstrueux avec ses poings. 😂', 'Ptdrrr c un malade 😅😅😅', 'Mdr mister doumbé c notre combattant préféré ils nous régale a chaque apparition', 'Pas de commentaire pour chouiner et dire qu&#39;il est irrespectueux ???? L&#39;humanité aurait-elle enfin découverte l&#39;humour????']
Category: b'Sports'
","       La Sueur's YouTube Short ""#CedricDoumbeLeRoiDeLaProvocation"" profiles French kickboxer Cédric Doumbé, nicknamed ""The King of Provocation"". The minute-long clip compiles fighting highlights, punctuated by triumphant applause and booming music. Doumbé is shown outsmarting opponents with clever banter and intimidating gestures, leveraging mental warfare. His ring presence entertains spectators, earning him widespread acclaim. The video portrays Doumbé's eccentric personality and charisma, transcending typical sports broadcasting norms. Captions introduce Doumbé as a brilliant strategist, noting his uncanny ability to simultaneously amuse and unsettle rivals. Undeniably, this short positions Doumbé as a trailblazer, unafraid to blur conventional battle lines."
eKw4PkoKJ7E,b'When Mourinhos Excuses Backfire The Provocation Game #shorts #soccer #ronaldo',b'EverGladez',this uses all the time you know excuses have short legs you cannot excuse all the time which is things that don't make sense okay you don't put me against Manchester City because of respect of your career and you want to put me three minutes against well that's the thing so then you then play Totten it doesn't make sense and then he wants to bring you on with three minutes to go which is the complete opposite to what he said the situation was with City I think it did it did purpose because for example in the national team the other clubs if the coach want to put me five minutes if someone injured or or if they really need me I will help but in that way I felt provoked not only because of that game but before he was deliberately provoking it right ,89.91799999999999,1.6570653261860808,0,[],b'Pets & Animals',193,4,"You are a copywriter, create a 100 word summary of what this Youtube Short is about. Provide a neutral description. The summary should describe the overall atmosphere and pace of the video. It should also highlight important events from the video. Do not include any statements about a viewers response to the content or the overall viewing experience. Output the raw summary text.
Title: b'When Mourinhos Excuses Backfire The Provocation Game #shorts #soccer #ronaldo'
Channel: b'EverGladez'
Transcript: this uses all the time you know excuses have short legs you cannot excuse all the time which is things that don't make sense okay you don't put me against Manchester City because of respect of your career and you want to put me three minutes against well that's the thing so then you then play Totten it doesn't make sense and then he wants to bring you on with three minutes to go which is the complete opposite to what he said the situation was with City I think it did it did purpose because for example in the national team the other clubs if the coach want to put me five minutes if someone injured or or if they really need me I will help but in that way I felt provoked not only because of that game but before he was deliberately provoking it right 
Comments: []
Category: b'Pets & Animals'
","      EverGladez's YouTube Short ""#WhenMourinhosExcusesBackfire"" investigates conflicting explanations given by soccer managers. Centered around a Portuguese coach's questionable decisions, the 49-second clip interweaves interview extracts and archived match footage. Repetitive edits and fast-paced audio drive the narrative, conveying inconsistent reasoning. Critics argue the coach favors select opponents and discriminates based on perceived stature, causing confusion and resentment. Expressive body language and vocal emphasis strengthen claims of deliberate provocation. Conflicting accounts complicate matters, casting doubt on management practices and integrity. The short aptly summarizes allegations, calling attention to perceived biases affecting player morale and fairness."
