Query,Video_IDs
Historical Facts,"['SfoCe-cZqoI', 'odk4qwsOPws', 'aey-Fv6ysAg', 'OuZrXdy5zWI', 'M1lL9wje4ws', 'EWaqFH5aBWY', 'vs466DwfRy8', 'Xv-_c3WtY8M', '-Yu7TR51nfs', 'qNAoaUwJAlE', 'jVYuBT55ObE', 'Rnw6SMD7tmo', 'XPVq7TVqQyY', 'TIztrPNcXVU', 'vDHFcvWnW14', 'S4QXEZ7gUWU', '-vduLtPIcmc', 'x6x1YoSv-r0', 'RijbAK_LuFg', 'O8dlh6z5Hkk', 'HyXir_Cg2dA', '9LvtfB3IsDM', 'c1zqfitGz_8', 'Eh0WHQWR_fk', 'wpBV9xZeayA', '7UVWVe8Dmok', 'IwHgvXybSwg', 'RI9zZwGOdss', 'mXJw70Sf-pc', 'ucW6UXO-Tj4', 'zFe0UI0XbxI', 'YNSTcsi-5rA', 'A-Nc1msLUIg', 'LuOVFY4KD-4', 'aGqh_b9CyAw', 'oQk8zsqcvoI', 'csfExPy_g3M', 'o4wior994OI', 'A-3JwLeD8XU', 'v_xcDgFjahU', 'XBNMQvqXUic', 'tLjR74vnQKQ', 'Fax6_4LMxto', 'whVyZW6vog4', 'xF_nlfg5Gdk', 'Tv5W5DUnQeU', 'qwI1YUgdJUM', 'o3Qaz5H0Yzg', '9V4xqhLvUF0', 'i54xVJOWYz8']"
Astrology Insights,"['nRAkP1LtJik', '27FhMAu2qbQ', '-HSCawJ7sNA', 'Aie_B0FdWhg', 'Va2p7i7JkHM', 'Iw3dyn8rA_w', 'VSms55s435Y', 'ypKz0xrRglM', 'FFBJtNvglqk', 'FhF2DPpKNGk', 'qUzto0NkS2U', 'o9uKnWWg8eE', 'W3qr2QSbNwA', 'z6g3SAZh2Y8', 'pN8EZMQNc6I', 'ojBaVubB0ns', 'aEH_MNod-Hw', '2itclJOUyOE', 'h5zZpm5DEmA', 'zYrTaVgA6SM', 'iy2J-LDl-kY', 'aIRUkvIXSMU', 'bMwALnRNviQ', 'aINW-3WOkl4', 'dfDF5aabUX4', 'ZPnpgREadcY', 'eLtmjldEwbc', 'WXmvWJayLWo', 'x5vTu7gHX7A', 'WPSVKORU1hQ', 'D4hMUtAm5ik', 'ux79v-JECjA', '5AbsItCVJu8', 'cpFvPyZSr0I', '-dI007_4eD0', 'XJqoQS75yc0', 'jjefXrHytv4', 'A0S3JQ-H4jY', 'mCFBPMTyN7E', 'XzikWRSeTlU', 'LIoexra05rc', 'c1CJeiO8b80', 'VHiacVUt-9c', 'DPQIfYpQMco', 'feQ9eJ-5024', '0JyiP-IWQpE', 'UNhn6wONwy8', 'zce6D_aG-eg', 'H5lWAWJXly8', 'm6BMl35tUC4']"
Magic Tricks,"['objSKD1Dhn4', 'uvtS1Vq6ptc', 'DnLjHW5nI5M', 'n5S4B8Xyt7E', 'rV76gkaFF_E', 'RMliRXsmzNs', 'A4mFpWHsWbw', 'v-YdgZmf618', 'Y3u9bfN8u8M', 'vE7KlwYMVOc', 'TRn1sMNqK8o', 'vNgwvGviwEM', 'l36uaaqSbYs', 'bBwBABmEL6c', 'YPOLqWnHp68', '2EouUcSX3Hg', 's2O_doa9bg0', 'vYgBQOkpQr4', 'iSFDDXdH7-o', 'C5C4RY9KE88', 'Iyoj2j1G4u0', '-w-zTmkKdWY', 'gpcHBfl7D7w', 'tLxrbkdGzKI', 'uGj7jtgNfQ0', 'MOCyNUq7g0Q', 'FqOML9SFuNQ', '5ynRfkzzHrI', '6Chnhq0wG5Y', 'Sx3vlF_rXBU', '2KIdrREYD2Y', '4n8NQoMsxAM', 'svJvU0KhLCg', 'EH-0DzxxCzw', 'SRuQ2ASszmo', '6Mqi1bnxH_0', 'EvhfcBJJJ3o', '9CFT1FJ0lbc', 'H5aReY4IWMM', '2DapBoabrwQ', 'pn8L0dt0-2g', 'lWTat2sNJv0', 'G8owOCF0oJw', 'vRCgYre19vQ', 'ziKi_EYe4lo', 'gX_v66ewCds', 'INePyg9DtC4', '4LOn8LmA2nI', '4IzRC64LFCY', 'Fd0PzIzzHP4']"
Celebrity Gossip,"['xlT2eIQmuEg', 'jpXU8oGPp74', 'QdGlVyuqI7o', 'RXRaPI6nPEI', 'MQuR6fXiMYo', 'DbKn6rHwpQE', 'yeQLXIfuPUU', 'hXYlGniF20o', 'SflfZwpPMjU', '3P2G1pqo76Q', 'hd7Mpwae3TE', 'FuJP0SQB7Es', '3tJD1q2wFoM', 'ls5COWgo7nw', '9PWGVof9Vnw', 'cErbZ52ZVRI', 'g5PI11imnHU', 'ZsbzPRH1Yp8', 'Bw77IYi4hio', 'uS7r8GvxXc8', 'deA6xU8037E', 's5iOC6vh1Q4', '870UptUxsUY', 'menaZ_PmeEs', 'DckSMDKgHJQ', 'VIvbzV95BWU', 'fK1ErwnOQcY', 'G734iWRb9mU', 'Ssa_RnYo0PE', '6XwwbM1wEEw', 'spjg1ntzgFc', 'meKZkzItdMQ', 'FqZoJDOSHY8', 'NR8prxHLc7o', 'OkzUfef_JdA', '2mmvOyCbfxA', 'HC1LMK91k3Y', 'I8qg8vsWIjU', 'jyE5Pf55UpY', 'Y_Hke0HXyiU', '_4vlCLBuh50', 'n2wIfaK59Ms', 'LQHkoWVhVNk', 'v9nymdvchQo', 'GkfkUE7TsaA', 'GurT_RVksT4', 'un_oueAkMs0', 'dw3P56rEDVA', 'fLciJTzPL_k', 'kKWeJos1xE8']"
Investment Tips,"['6SO4CpD2woc', '2s9m8wVWo-U', 'OHdkVWtS22w', 'd-YtI7rbsHQ', 'T17Z_2yCmEM', 'Ux6E4GSmyt0', 'rxeoEx1N0hk', 'UwTN9n2adtM', 'T3gG30otCJA', 'kGZh6X8HBw8', '4NFLnn-hnBQ', 'q2YUeuwi72U', 'VG9BaH1vRiU', 'OFxJfsFuVyw', 'sNz7re8UXik', '-TWAP7pO8eM', '_kb-LbShgCE', 'LNAsysiJwjs', 'gzsbOglVR30', '1hV5pFnvBDw', 'kCon_gqNZ7w', 'xv4PQhmU8Bc', 'Fwsy7VAZZes', '6X8OGWK4qWo', 'P-7ojHH_vjA', 'kQlyUWohx3w', 'ekUHkQ0Pm6A', 'BwqJXCJUTbY', 'XGw5idiqiZE', 'ZnOuwjpJlnE', 'Tnjt4ILavCA', 'I1vJCMns3Qk', 'geGp7z-mS4s', 'fEgdoqsTVVM', 'PFKPwnuX_bc', '0nB7VURCZOQ', '1axOVjIUR0I', 'VK6jK9VoOUc', '9QlQoeokVLo', 'sBDAnQaDrP0', '_jHXA8HyUYA', '1BsHMx_fFyU', '1PSdzTBVcX0', 'PkWrMi6uMlo', 'tjFoEQwMuyg', 'QwVnZFfe-4g', 'eTBB10kQWPw', '0OZ-QtAVwlY', 'pg75AX_L2qY', '7Pql7LT_Es4']"
Sustainability Ideas,"['LrtV_N125lU', 'VSegPxToWxg', 'rZ6WGB-hq5g', '3Js-nXqlKwA', 'p8j-Zp6xyCM', 'NRj4jJCYmaU', 'RCOt5dxX1Bw', 'mdSEBjRYudI', '2Wzj_Qr47gY', '9F5NOdJoJHY', '4AM-4nlbTu0', 'qkmxsKoPYsI', '_hD6z3lNdbk', 'cabqujpoOKU', '2kP_dZQpmGE', 'NxTfhTi0J-g', 'qNn88qa_-gI', 'oZd-aqfAG8E', 'AO5TCN5XwO0', 'bNOG2L2Ho5Y', 'rf-WV6RkPlQ', '_OogH2-PvWc', 'gwrtUskGV_s', 'QGqYQOpZ2Sw', 'kVHhxXhZG8g', 'nMVmQEQrOIE', 'ZIaZD9Vn0ME', 'F4_DDxYQUYE', 'IqBVZ3HbtQ4', 'ESkDVYvzuqk', 'As3BjIcnCPQ', 'UVcUdcx9rJY', 'i_wMvhIP5y4', 'n6bgQ_e8E5A', 'ichTDtzD6bM', 'T4EBqiCZ9W8', 'jSncsLIUjq8', 'Wf98KN_4gq4', 'dx6ROYv2AZY', '5bsLkjAGH2M', 'sb6728P_nBA', 'fjetKIw_mZ0', 'JKozTglp4v8', 'ieOtH98v7YI', 'JT-7QUCbgF8', 'Qz1SHaEqclM', '5btKr4k9ntE', 'ZG1BSsoP5bE', 'QCR5_BX2O5Q', 'axVdNNiutw4']"
Cultural Insights,"['VnX1i0sF91E', 'kD02FggQ5y8', 'I_rRY8nMzIY', 'QLc1Ak-63-Y', 'ErvBfJEOw24', 'T1Ru5vtImNw', 'F31e88E5wes', 'JdEeN9Gfnno', 'v5BpqWv6oAU', 'e3KVFGAStzU', 'LhoQHj5B_28', 'D3v3s17255I', 'wgf9nS93_WU', 'pgJ5DcAhvcA', 'OdjO5e6-0-A', 'EC458uPRuss', 'jCmvDGZd9Ng', 'phfz2JLu1I4', 'APOeqyFT2K4', 'jAlYbKI-4ic', 'Zf7yp8RiL6Y', '_QNFh5pj8l0', '3KwGadic1S8', '4JrcaOe9uH8', 'PRE2wzneUu8', 'w1ubC1JKmj0', 'rYzFo8mAmG4', 'AA38T0dNLBQ', 'tASu_8BV1ac', 'LKI9V00B6Z4', 'OdigP3FVZBE', 'Ku_b6MJAR4E', 'F1OnWQ4257M', 'um91l6om7PY', 'ExUFLr80kbg', 'pxK1LrBW54s', 'QJc7CvEu5AI', '5ZmwxztmE-I', 'E2f55-OlYeE', '1FtSz7ndAOI', 'Id_BFdgPPEw', 'jbr4Kj6z7pY', '4eJNz20GXP4', 'ti_h434-Src', 'peg41XIplcc', 'VGoW_hXvBV8', '0a-mX6hZolE', 'yKXTERiKg-g', 'SSQOeYxmTAo', 'tSCufsVErZs']"
Street Food Tour,"['DvaVgTdKHDg', 'y3zLcCOnUzo', 'YGO5XBIwPUE', 'F9khMrxxy7Q', 'PFRW8P7HjOs', '2HrkzdQULFQ', 'v1lgpI3Ih-E', 'G2LjVpdtqdE', 'd6hioSGuYwI', 'EDuBqIUEWLY', 'yvCvpEgP5kY', '1GAyX_sAC1c', 'yLF_YHaxXis', 'fG1xnXX4lFs', '-oxf9lUTTvY', 'OJ_aFPz-Yww', '2Np7DC2UG3U', '-NrRxWiXZVI', 'U461sJrvbGc', '3Rejkzm-7jM', 'LQy2TSkAUa8', 'zoGmGOAt0As', 'mA1rVYUq0TU', 'Sn0I1HxhMW0', 'Rl0s0LTWQ1M', 'swlvGSq4URI', 'ZPQ-pqM__jQ', 'DwBrUPBSyHY', 'nb5f8quEL5Y', '_ZQX56hqUKI', 'q0Kyyy4jQmg', 'hDMv-YSuyrk', 'adq_h5UbNVU', 'Nk18d5gHxhg', 'jkQhf3ENKFc', 'pK7OG7R85pw', '5MElOeg2XYY', 'torDOFOSqqc', 'BvwCmfuCzSc', 'iKvAA8HPhio', '5yjO2J6eRe8', 'hClGyEmuz3g', 'sl1yR5CYVLI', 'h71MREundQA', '5d5eM6j8144', '06EtjSVHzi4', 'sIAMqECTA8U', '17hP86pWnbc', 'Tje6iARN8gI', 'Bj5OJcHFh8M']"
Animation Shorts,"['UvmDs2hWNaQ', 'HvMjvcYoH2k', 'oTG8FSt4zXE', 'j6PbonHsqW0', 'ys95Y8G1GHc', 'OtifiC8ne6Y', 'b4ZMgDASl7I', 'Uu8_AilyUvw', 'D7OsoO54rgs', 'n8mzb3XqoX0', 'hcoSsJFT9Iw', 'Ge8Bbh7uHVY', 'lYMbMXPe8ns', 'tgrl4VXyntc', 'dIAy5Pm0EHo', 'eEGszhyRtqA', 'ggmKMze5N9g', 'ys0d0Qqew0A', 'W33OCOLlx9Q', '2HIihTgEKoQ', 'YSHBko4FGv4', '31jl_16Xass', 'M-Q1T5sBDFs', 'MyAHhwbQYQU', '9acxn7qAST4', '25JbR7a1pZ8', 'njg0Sucsm_c', 'oNS42pEDEck', 'ADw9aftkHT8', 'PVQMrEuC1Cg', 'ZS8QzviA-_I', '-n9fo7jUMa0', 'E7OYJ1W6-S0', 'AqOBC88GtJE', 'YGjxMMJwVh0', 'uv8MoreI2tI', 'xpZi3jNPVZs', 'EmNPVFn2P5g', 'Vo6HXsHgizc', 'dIwaQGHB1LU', 'd5MZnsaAejA', '0QP22Tt_th0', 'iNGeiBzDTJI', '6cgOGyBVUAM', '3OhpOJjYZtU', 'ecl-eCbYFPM', '-EQn6INJW7M', 'DjYlIf8de5Q', '_DxaDNMq0dA', 'Cxqh2UBcWCk']"
Poetry Reading,"['NXMuLHl1RgU', 'dEHjBPS21A8', '-TbqRaBY9K0', 'DHrLMxGTvFE', 'B47D5HGSwE8', '6ZRlz9pNBN0', 'lxPjmFWn3CY', 'ow07595-wmQ', '7mhd6Mj0QtM', 'fOdBHurKl3w', 'vLqOHx9GeJk', 'TP9-PCXK-MU', 'VRCAb2fzvSw', 'Y9ksrQ0TQJQ', 'zEwqvtAW84Y', '1pYrMn-LRm0', 'ii31PkwA6eI', '68umki6t7cE', '9MXmJO7URb0', 'NwEJeQZffDc', 'WgDCoH79kyo', 'lrqo88uHaik', 'NQ07VidppWM', 'nsfH9TZCV3s', 'yCnV3QxGiII', '8upCavhgmdY', 'LtmzHYu_9ik', 'tNVi4PqodGA', 'Q2QC5u2hLgU', 'zxPtobWIstw', '5_T9-h9I20Y', '_2O3B_VK9Ns', 'JwhouCNq-Fc', 'ZZ6zCI-aDas', 'buTa9Zv4kjI', '2OynaEaGLc8', 'o90Y6yP7kVw', '9JRfotT7dSE', 'oAJQCVCLBs8', '38c8cd9htAc', 'W1oVqOc0i2U', 'LxpYVMFw44Y', '3sVD4VLjR8U', 'oTzugASDIJs', 'dSc3XvRLZB4', 'fiHoYVrB6so', 'DrqlQBGudOE', 'wp0DIIzJfkI', '9aSGIf6cMQc', 'Glr56c-_Hsc']"
Wildlife Spotting,"['OSs7rA2BaGI', 'xTORGBCdC4s', '2I1JnEKAxsM', 'H1wGinovENg', 'PhwDVOldcHU', '8qjg7_y2Z04', 'vHT5MaWlS04', 'oU7NNRiLUXk', 'LO0oaz7FS4Y', 'S2zjKaJ5Hy8', 'CAtymXuD0Y4', 'x4lefvz9jug', 'XUQBt5YlomM', 'SkKsNTgw7A0', '7DkjoJzmZlg', 'L01ZTT4yQbE', 'sA3jrV_KmEo', 'b5zhknV29f8', 'nwnrHmdh9GY', '9O4ai0kuEdI', 'YH4c0ms1xCU', 'xfqLn7tm35w', 'zgpl-eSNpjU', 'ujior6WGiUQ', 'buiMz77Bp00', 'Gg2035sOxQs', 'mfeMjTXHeZ4', 'H43dWgkvVe8', 'e9RBVU408Ls', 'NLoDL5gbd8c', 'NQluSpuw7L0', '1Y6euCmRUEM', 'HokBrY4B0Og', '4OSMgcftr1c', 'JRIs6gcrGjk', 'z8W8YdA3RS4', 'QdAxw-3KOdo', 'Hw7nPTkadhs', 'ASUGObNhvTA', '8borc1ZOCCQ', 'tsOnEKCtjmA', 'o2zaIFIA-y8', 'oVG6-1xbDaw', 'Jpk4YCcakA8', 'ClShZZro1ys', 'pD-So5ICw_w', 'VruwDdndM80', 'XZAo0dYluHI', 'mIXwkbLMmsQ', 'B1pRATW_0bo']"
Myth Busting,"['JqnnODr3vuQ', 'R7EjdWWqQt4', 'JX7NbxrhyrE', 'nrQ-Dx3w0Rk', '0IktzWbm55A', 'O0I6f8Crdao', 'Ac_zqqWsZSc', 'ro9-7MEWO6g', 'VgUiYZ7qpzg', '00kajB1xC70', '-viUTKqkgMY', 'UslQz6VvLr8', 'rZTRrpxgkK0', 'JBysaa9UM88', 'qSXWKxek8FM', 'aGn6MxclHlM', 'kY9XwVgtPwk', 'NZfjRwwucfE', 'Lsaon4_XXZM', 'WZ7Ye7qO34Q', '56FohjhkwRI', 'X4mMX6aOYNs', 'esAXT89KDss', 'AS_g6mGZJbg', '279a03zq0vo', 'MDqJUDNUemk', 's-U0kQgm8TM', 'nRRDptSFXUE', 'SJ2PtIC-CdE', 'nvRSvq8WFIQ', '5gXmytc19cg', 'plYw3UlWSZU', 'Aa2dU0l9rtc', 'tpkGhPKyz1M', 'nG8biSr7oOI', 'cZQ-UOmNvD8', 'nyV-Rgen2wA', 'unM4tg2vArY', 'drP4D1-agrQ', 'Fqze34D4e4E', 'Y0h0hYjFXHI', '9PNpRQYMhas', 'CwJR2nx0BIE', 'DZIgMi0LsHQ', 'jhXHS-CqzlY', 'eBFadAvkYHo', 'cRF7DqLSeFE', 'Hw9-1HDMt0k', 'SwsBgh9MBWo', 'W9ZUPNi7zdU']"
Cooking,"['wLL8H_h_nvs', 'ZrWNLoQS9DU', 'C-V_kSnBSwg', 'HILNWybDS34', 'Ml3S4meSnuo', '4_bw8JsXyaM', '7lgns5ELa3c', 'Sywbc_INxpY', 'P61VIwBBeTQ', 'hzBTukQZECE', 'Tj03nhKq-ZU', '4MIJpa3d9r4', 'KiEErvcX_qo', 'DpceQU4mU1o', 'XWSEs_EPpl4', 'RNk0eRUYC1A', 'Q4x1WxctUEg', 'wCQv6YuSGeY', 'EpRrKZAMc_w', 'N3DTNmXftmo', 'ECNwzRK-ibI', 'UHjuCdxJQN4', '9fNNhWH-P2E', 'qbT5_36_hPU', '3imf3xPNh4g', 'PT_c_OMDn00', '7w8zIKbiujI', 'whpJ2nuMw7c', '-R9GwZSJwtc', 'N9DQpCirl3E', '8VkOC0UaUms', 'JhIFOAysJic', 'zhEAJMWj4TE', 'HaD6ByfJlBA', 'H220bwikwPg', 'ZDLMshyBiVk', 'kTvXolTutzE', 'V7-xln_5jnM', 'Yfpl9RLbgOg', 'vQGYKYJ8R3I', 'xSDEDsMiaTc', 'abT47SypyYA', 'iuxERgFH_H8', '4mw01RK9WlQ']"
Sailing,"['fp-dMI1sRpA', 'FdF0nYrnwZM', 'QgaBcA7Lnes', 'N71U2GiMinA', 'IPYR5L0etSw', 'qlVRwDvTy00', '_RmELtq6Ne4', '7Uv0o88_6HQ', 'KEI8eroc1h0', 'LSnELpdj24s', 'CRHR-TSY41c', '75jlh7x51Eg', 'Ke4xESsK4qk', 'Mt5O_aAMYYA', 'UjCV_-ow8uI', 'qzPXL-7exM0', 'L7KCTIHPp38', 'dUPMKKbPOmQ', '5gitWvha5iA', 'SZVGZq5LTOw']"
Physics Explained,"['OzotKdTySt4', 'Bbq6dBPG9n4', 'jhwvCKrUq9U', 'i-GxK6Mxmkg', 'Xy3vJEaYOzU', 'C5obm2ul0XE', 'q7wxLjGS8aA', 'pdm0e_Uexqc', 'g65lN4xI85c', 'odT3ZUGiyPk', 'iEvOppVllgk', '75aCT3t7si8', 'hirb0BOQoFg', 'FPf54TFT35s', 'hAR0sZ7xt0w', 'u_39GJGO9N4', 'tRy2_T_Lutg', 'RH3jA5wkuRw', 'cYWAb06xTJ8']"
Chemistry Tutorials,"['foooNlsXhYI', '1AJ2YBCf4YA', 'V3Enem1SHKg', 'LDcW8lwM_gQ', 'IGvWr-0VkhE', 'tj4EOEiRSPU', 'mSFxK4jJh80', 'ogGCQ9pi5wE', 'lsDUHUuTi-g', 'yqehL9Fb_Q0', 'Qjcf1oWcmcE', 'ynNxiZ9SusU', '0jgRK_0nC50', 'L9fTLoZMgrY', 'j7MPKbeUkGk', 'TUV77WXnRqQ', 'tA2G2NZ_0vw', 'URJVVc2UTNA', 'hAH6io_Tcu0', '0IeL7YIkbTI']"
Biology Educational Videos,"['McWNVTrkHMY', 'nthDyn4Yook', 'jGrdWPt6wos', 'V0TYSZb-9mk', 'g4Zi3kviD6k', 'VVVUVAS3Rw8', 'mIiUcCAvVAE', 'tTPUwm82weQ', 'w95xAmvZitc', '_EQr59Flgss', 'vM-Eszm9PE4', '21kFTtJLEIA', 'cL0mP3IfmHE', 'Hw7EzYwmCgw', 'tGBoJIbSPgU', '6tp7oiWRK0s', '6-5sQlfI7z4', 'FW8hojEUKWQ', 'V7vTlVEfZtM', 'KAIWDA97sM4']"
Astronomy for Beginners,"['qYhZnyCrYF4', 'u4yOtmsNCtc', 'S3jaIFIuMz0', '48pZWbXx-Hw', 'ZbKtKg8DMkU', 'PqoC5wi61po', '65yCfKel-zQ', '5kFybtf7rls', 'i-Fiz8T9uao', 'i-GxK6Mxmkg', 'olQv7z1HxrA', 'Ktwu2ErHbO0', '30s7Sq0wI8c', 'gLZHpxFxZ3k', '-CdPDWEK1y8', '-LBjR3o81dk', 'V-dmYqoylb8', 'cQS-9zwt2bA', 'SnopNkM8d5g', '81meSTOPQ7Y']"
Mathematics Made Easy,"['DflY9vacl1s', '7G7UIQStEIk', 'e68-XmjEGvk', 'xlrUvSUunrY', '2c6fdzg_sbI', 'EQkP0h221ww', 'VULC2bdJj54', 'vRT7TRa3fDk', 'bRtJw1RikUE', 'GWFpg5pm1gM', 'RjrcoitbdTU', 'bc-OoJrrMuk', 'vAalvqyPjfs', '_skcekMpF_U', 'ZaGXR5Htf1g', 'BpLDg9gs0Qw', '-1hhKxfUjuA', 'v9LckYZY2JU', 'Jum7CSpK0_o', 'h87JMR4MvY8']"
Environmental Science Explained,"['80JP9SBKGv4', 'vkawTx92VSI', 'Jd9c-_A_JJc', 'llL9b0UZ44w', 'gXhj3Cp59YE', 'YCaotbALuKA', 'AxHTlcObBVY', 'nWhxmC4Ef7I', 'xrYiH0vTXHQ', 'mRk2liWcuRo', '8_vHt24OqUE', 'OQbz2A7f6hY', 'f5dhPuYo8LU', 'CHCiCDgqcgs', 'cllAt8kmq-U', 'G9t__9Tmwv4', 'svatf7M15do', 'tmSmdUCw0sk', 'YB5KyiSjECY', 'eeUIrUzoFFY']"
History of Science,"['VrQRFrrUsm0', 'CP_jjFRx8Pk', 'hGjhdZQI2fI', '6wLtC5_l21A', 'j7u-DoFJ7Iw', 'aGHonen2PMk', 'I0w1Jsq84b8', 'o1E4AlT4ltU', 'yANouekRJVk', 'f1TvRgZVx00', 'PONZsdONCYo', 'DdIdPc0udjA', 'SxTt3ikmNwc', 'c0OzfYgZ7ds', 'mOu3Nv5uhbc', 'SkwCr1-KhTE', '1fmnDoVzC4w', '4DrnCXDIaY8', 'RC-Png_EEhM', 'dqx9E7mlHNc']"
Geology for Kids,"['5Prp5iYFu4w', 'C77RU_1O9Tc', 'VU5_D_LwAhQ', 'TGHBgrihPSk', 'Yj2GcFgqTlc', 'jcwPnZ2zMCg', 'CXw1kg0rnJI', 'QTpo6IEqYLY', 'YqJqgLvrwp4', 'jTygAAYWoso', 'ocIFrOoF3VE', 'YSVOrjOm2Fg', 'XMjkO72KVjE', 'ZuaDAA2iGc8', 'Agb1nBI6e30', 'pJcNC2-zjiI', 'OiXSL3W7Rzg', 'odz4vJ1T36o', 'RV6tn6TO-OY', 'r8b3f2MNlMk']"
Space Exploration Documentaries,"['7vaVTjC4vJk', 'JnWJpGkLXtQ', 'R18q4F6Lqnk', 'HTHj_pvEYYE', '937stSQMr64', 'ZccCzvpjfJ4', '4L-jk7HCcnc', '-4Q8a3Tmbdg', 'lz6q5OvX3-E', 'mMGiYQPBaVk', 'eYdvnlNhfYE', 'p2CVaGPdZjM', 'udzaNR8o-48', 'e7oLtaZIVaE', 'ZWGP0QugjcQ', 'cYwisxS-3kg', 'Kv0wPEqhGV0', 'l0JHnuJtOvM', 'O1UgmAOdLJc', 'i-GxK6Mxmkg']"
Computer Science Lectures,"['XiRImCPhhqc', 'ReQdX04S00w', 'WO7wT-FX2mA', 's9F8pu5KfyM', '1Lcjh2Dv27A', 'EHWqOUzFSxU', 'YHR_YB1i5-c', 'pe2wrir0jJk', 'qECuHngZOKo', 'hoVe5RZUFZw', 'cY0FtXE-JzM', 'CNFK86hJRfE', 'Hsi8WsN3nFc', 'LBDU5awKa7k', 'v3NXiNOk9uc', 'KvCWQ0x8NQg', 'P0esWKtP5IY', 'Cwb9_4YdNyQ', 'yLOqh9Fr7uU', 'I22NLaqJ5ZE']"
Science Experiments at Home,"['HJ7tMgAtqD0', 'wwq6sO7WIeE', 'sqw2qt6kaSc', 'NyFXCPmEIDo', '0Q22b8ZBBVk', 'xW-NSiIzZlw', 'zlrKd7aLY8o', 'J8Vu4w7nfBU', 'cbAKmCHabeo', 'n8eZowYntyg', 'GK6_CirNv5E']"
Educational Science Animations,"['uGCexyr4IYw', '3orWfFItbhk', 'X4PKVVRc3j4', 'Bj6P0EKQrOg', 'Kh6W7ibBvBU', 'S0d0eIqaim8', 'm_IBnmVrXJk', 'mzJSWX2azCQ', 'aRHVsyfyPuQ', 'yaa13eehgzo', 'VkF8PG7eLUw', 'TZhNWjJ_i6s', '01vRuauW87Y', '9T0iGl1mVCs', 'FHNP4oPiAPE', 'qJuV_g7Xw3A', 'hWWPUIK3xZ0', 'ny0YdAGLHqo', 'DSIdaTSG2Gg', 'NuxOlyJ6OWc']"
Learn Genetics Online,"['E_TAHxPBqKY', '1ThNnuSuZC0', 'BKAUS193YlA', 'epvBh4ZBEV4', 'iAT1TrQDyas', 'g9wCYqhmhnQ', 'QKHoXwLe5nY', 'lZqF1Xcz7_0', 'K1ip9H2BhTk', '8RY3XW_WTMM', 'pUdZDeYEHko', 'K8z-XRzar0M', 'ofz_LJ7iKK0', 'KRAUpmSkatY', '6wMV81a58E8', '4OC-kAOK3CU', 'JpUOoDFAF2U', 'j_3TbA9EVaA', 'v-8rdBxW3_U', 'fP8Tyv6JjhU']"
Climate Change Explanation,"['QUCT90DyBh0', 'pZltfqH9Oe4', 'M9B75shO18M', 'G9t__9Tmwv4', 'dOI6Ivr0xjg', 'qPtElXngMSg', 'qoNRZKgLDhg', 'Kpya7-slQzE', '-NZIvvhGlR0', '9nXYslEDVNU', 'myZAvqqp9Jc', 'znNb9XLR--M', 'H5PNK5FIqFg', '_w21yS4A2ws', 'd4BFgtU0hJU', 'i6pO5YioZjA', 'N3CNFRNxmCs', 'uFlLDcppwpI', '9cvH2yniHu4', 'Rp5VI_OHyX0']"
Robotics and AI Explained,"['QF-Vu93C4m0', 'htjRUL3neMg', 'Sa4XaSA-9Us', 'SgE6D--y_3o', 'aqXK7WyjJ7E', 'Cwb9_4YdNyQ', 'DB1027Bfpmo', '-tb5OoNu1-4', 'IPmGFK065Mc', 'c0m6yaGlZh4', 'RzkD_rTEBYs', '2aTKpV-1l2w', 'HMjPZlQAE0E', 'DuK45BNfnIU', 'QWpOGfg8O00', 'rnuMTIKSCKI', '_inbcukQrpU', 'CSpdEc3sTnE', 'wGWVKkYEHBE', 'qzFaCdgY4G8']"
Neuroscience Simplified,"['jpkyFENMs_Y', 'Z4jiG1cBHec', '3Bt8b-VELYE', 'tEBsTX2OVgI', '_u90FXjwdm8', 'd2lRMlp-LZs', 'xNY0AAUtH3g', 'BJshegpcFv8', 'C7PYRuggQng', 'S4PRRYlrzUc', 'FOk8komBvVM', 'rtsfTUwY4aQ', 'F5c-JzqBH4A', 'Wlj3Y2ggNn0', 'UK_tzmNGhsc', '8brbjfNX8ck', 'em2fEsjxxbE', 'hBtsbEboyfE', 'ebmi-UMascE', 'U9BicEvAzSI']"
Evolutionary Biology Insights,"['40iz2GQtwGo', 'UrUFvHn_ZBs', 'QaOAFsbk4mA', 'JCyggVmkfjg', 'OLYhmfJEJ3I', '4-9UYUA2MeU', '9wFyFiyZgHU', 'Ceu13UyRFB8', 'QNr3fn_O6Ko', 'vvwDm8KlVlA', 'eqJODQIGV0k', 'C0WVXLM0qzY', 'GELq2WHv5Po', 'Y7wzxRxnxUo', 'vBI7ST8GZvM', 'QS8bukoLJTw', '5VoTacFzvGo', 'BbaZNLePWmw', '1GMBXc4ocss', 'RKy2R32XM6Q']"
